OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species,LancangBesar,Pari,Tidung,KarangBeras,Pramuka,Kotok,Sepa,Total
ASV10452,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,7,10,26,9,11,8,71
ASV12057,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Unavailable,Unavailable,0,0,22,0,1,48,0,71
ASV12970,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium,10,14,18,11,6,9,3,71
ASV13345,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,9,31,0,22,9,71
ASV13690,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unavailable,6,9,5,14,4,13,20,71
ASV15778,Bacteria,WS1,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,5,1,0,15,1,0,49,71
ASV15911,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,69,0,0,2,0,0,71
ASV16417,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Unavailable,Unavailable,0,10,0,10,48,0,3,71
ASV21015,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,uncultured,uncultured spirochete,0,3,0,43,14,0,11,71
ASV21437,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,6,1,16,22,7,6,13,71
ASV536,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),PAUC26f,uncultured bacterium,0,70,0,0,0,0,0,70
ASV694,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius,uncultured bacterium,0,3,0,3,0,0,64,70
ASV1416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,uncultured alpha proteobacterium,0,0,6,4,6,51,3,70
ASV2076,Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,5,0,18,26,12,9,0,70
ASV2791,Bacteria,Planctomycetes,Pla3 lineage,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,0,62,0,2,3,0,3,70
ASV2819,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured Planctomycetaceae bacterium,1,17,0,6,33,0,13,70
ASV5130,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,uncultured bacterium,0,0,11,15,12,15,17,70
ASV5213,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Bacteroidetes bacterium,2,4,1,9,26,3,25,70
ASV6686,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,0,3,54,13,0,0,0,70
ASV6784,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,uncultured bacterium,0,0,0,0,64,0,6,70
ASV7568,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,0,0,11,9,27,23,0,70
ASV8636,Bacteria,Latescibacteria,uncultured proteobacterium,uncultured proteobacterium,uncultured proteobacterium,uncultured proteobacterium,uncultured proteobacterium,0,0,11,49,2,0,8,70
ASV8738,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,8,9,10,15,0,28,70
ASV9735,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,33,17,3,0,17,0,70
ASV11171,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Unavailable,0,0,2,0,0,68,0,70
ASV13175,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Unavailable,2,24,14,11,0,5,14,70
ASV21167,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unavailable,0,0,0,0,0,70,0,70
ASV22858,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium,0,0,0,70,0,0,0,70
ASV25723,Bacteria,Proteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,3,37,0,23,6,0,1,70
ASV26141,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,69,1,0,0,0,70
ASV76,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Unavailable,Unavailable,Unavailable,0,10,15,6,6,24,8,69
ASV346,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Unavailable,Unavailable,Unavailable,0,0,21,29,16,0,3,69
ASV3795,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured Candidatus Dependentiae bacterium,uncultured Candidatus Dependentiae bacterium,0,3,4,21,24,11,6,69
ASV3892,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,1,33,4,0,31,0,69
ASV5310,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas sp. KJ13,0,22,3,14,6,6,18,69
ASV5487,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured alpha proteobacterium,uncultured alpha proteobacterium,uncultured alpha proteobacterium,0,0,23,11,15,13,7,69
ASV5764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unavailable,Unavailable,Unavailable,0,16,0,14,16,0,23,69
ASV6830,Bacteria,Planctomycetes,Pla3 lineage,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,0,9,11,8,17,2,22,69
ASV6949,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Sunxiuqinia,uncultured bacterium,23,18,2,1,12,0,13,69
ASV7466,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,Salinispira pacifica,4,7,7,24,11,12,4,69
ASV9007,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured bacterium,2,3,13,10,4,29,8,69
ASV11262,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Unavailable,Unavailable,Unavailable,16,0,0,4,11,28,10,69
ASV11334,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,uncultured bacterium,0,4,0,1,61,0,3,69
ASV14494,Bacteria,Planctomycetes,Planctomycetacia,Unavailable,Unavailable,Unavailable,Unavailable,5,0,0,62,2,0,0,69
ASV16255,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,2,0,2,0,20,45,69
ASV18085,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,Unavailable,0,0,21,6,18,16,8,69
ASV22388,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,planctomycete DDD3G8,planctomycete DDD3G8,0,0,4,49,0,0,16,69
ASV23872,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,69,0,0,0,69
ASV583,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Unavailable,0,0,5,8,11,13,31,68
ASV1158,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,uncultured bacterium,0,17,4,17,8,0,22,68
ASV2093,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,Unavailable,0,0,24,8,12,8,16,68
ASV5308,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,uncultured Oceanospirillales bacterium,7,19,6,0,0,4,32,68
ASV5541,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,Unavailable,Unavailable,0,30,0,0,10,1,27,68
ASV7517,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,Unavailable,0,0,57,11,0,0,0,68
ASV7689,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Unavailable,0,0,0,13,10,0,45,68
ASV9477,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,uncultured bacterium,0,4,8,3,8,22,23,68
ASV10755,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,Unavailable,9,7,22,9,18,2,1,68
ASV12889,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium,0,0,11,9,9,39,0,68
ASV14242,Bacteria,Patescibacteria,Gracilibacteria,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,0,0,15,0,53,0,0,68
ASV17839,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,0,68,0,68
ASV18022,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,1,3,16,12,25,4,7,68
ASV21088,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unavailable,0,0,0,0,0,1,67,68
ASV21415,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,uncultured prokaryote,uncultured prokaryote,0,0,0,5,63,0,0,68
ASV22386,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,Unavailable,Unavailable,24,9,16,6,0,13,0,68
ASV1035,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria Incertae Sedis,Unknown Family,Deferrisoma,Unavailable,0,0,6,15,32,0,14,67
ASV2351,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Unavailable,Unavailable,2,5,5,19,25,7,4,67
ASV2517,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,uncultured bacterium,0,0,23,19,1,13,11,67
ASV4455,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Unavailable,Unavailable,0,0,67,0,0,0,0,67
ASV6168,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,5,0,25,8,12,7,10,67
ASV7184,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,6,1,11,14,29,0,6,67
ASV7251,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,12,2,1,44,2,6,0,67
ASV7908,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,5,11,5,4,42,67
ASV9930,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,6,11,26,22,0,2,67
ASV11817,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,2,0,35,0,8,0,22,67
ASV13476,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,8,0,5,31,4,2,17,67
ASV15144,Bacteria,Bacteroidetes,Bacteroidia,Unavailable,Unavailable,Unavailable,Unavailable,0,16,7,19,7,10,8,67
ASV16038,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,0,4,63,0,0,0,0,67
ASV20244,Bacteria,Bacteroidetes,Bacteroidia,Unavailable,Unavailable,Unavailable,Unavailable,0,0,16,38,3,3,7,67
ASV22985,Bacteria,BRC1,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism,0,0,0,2,6,53,6,67
ASV23295,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium,uncultured delta proteobacterium,0,0,18,0,0,49,0,67
ASV363,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,0,4,0,15,29,0,18,66
ASV1154,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,uncultured bacterium,0,12,0,24,9,0,21,66
ASV1350,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,uncultured bacterium,62,0,0,0,0,4,0,66
ASV1510,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured bacterium,0,1,0,52,0,13,0,66
ASV2063,Bacteria,Acidobacteria,Subgroup 22,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,11,23,0,16,3,13,66
ASV2360,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,12,0,8,19,17,4,6,66
ASV2539,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,4,0,10,5,27,0,20,66
ASV3641,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured Myxococcales bacterium,0,0,0,39,0,18,9,66
ASV3744,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Unavailable,0,0,0,45,18,0,3,66
ASV4473,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,uncultured proteobacterium,uncultured proteobacterium,uncultured proteobacterium,0,0,4,11,29,5,17,66
ASV4698,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured bacterium,0,21,1,12,12,0,20,66
ASV5231,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitaleaceae UCG-011,Unavailable,0,0,6,25,3,13,19,66
ASV5611,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma microti,0,10,13,0,0,17,26,66
ASV6016,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Unavailable,Unavailable,Unavailable,0,8,11,0,7,32,8,66
ASV6440,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,uncultured bacterium,0,12,15,0,37,0,2,66
ASV6731,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unavailable,Unavailable,Unavailable,29,0,0,0,7,0,30,66
ASV6935,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella agarilytica,6,8,6,2,1,37,6,66
ASV10494,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured organism,uncultured organism,4,7,19,22,10,3,1,66
ASV10846,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,10,13,0,27,9,7,0,66
ASV11505,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured Flexibacteraceae bacterium,0,4,8,3,18,7,26,66
ASV12034,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,7,3,4,7,9,36,66
ASV13232,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,Unavailable,Unavailable,Unavailable,0,0,18,2,16,25,5,66
ASV13842,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,uncultured bacterium,16,13,4,0,3,30,0,66
ASV14121,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured organism,2,18,12,8,1,3,22,66
ASV15113,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,5,0,0,0,8,0,53,66
ASV15538,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium,0,3,18,23,15,0,7,66
ASV15779,Bacteria,Planctomycetes,Phycisphaerae,C86,Unavailable,Unavailable,Unavailable,11,12,5,2,19,9,8,66
ASV18217,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Xenococcus PCC-7305,Unavailable,0,7,31,0,26,0,2,66
ASV18790,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured,uncultured Chlamydiales bacterium,0,0,0,25,18,3,20,66
ASV20320,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium,0,0,0,0,0,0,66,66
ASV20941,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Unavailable,0,16,38,0,0,12,0,66
ASV21954,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Unavailable,Unavailable,0,4,12,23,16,5,6,66
ASV1353,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Unavailable,Unavailable,0,12,6,16,8,12,11,65
ASV1500,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium,0,0,20,4,6,35,0,65
ASV2164,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,uncultured bacterium,10,8,6,12,13,11,5,65
ASV2469,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,uncultured bacterium,1,0,15,16,0,18,15,65
ASV2498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter,uncultured bacterium,0,13,25,0,13,0,14,65
ASV2574,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured bacterium,8,16,16,0,11,14,0,65
ASV2919,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,9,19,2,9,9,17,65
ASV2944,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium,0,13,52,0,0,0,0,65
ASV3716,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured Sphingobacteriales bacterium,0,2,2,6,29,0,26,65
ASV4491,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,56,0,0,3,0,6,0,65
ASV4731,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Unavailable,Unavailable,9,0,4,17,6,0,29,65
ASV4998,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium,22,0,5,0,8,0,30,65
ASV5669,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unavailable,Unavailable,Unavailable,0,19,26,5,5,0,10,65
ASV6436,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,31,12,0,21,1,65
ASV6687,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Unavailable,0,14,11,5,8,14,13,65
ASV8305,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured deep-sea bacterium,uncultured deep-sea bacterium,uncultured deep-sea bacterium,0,13,4,17,7,24,0,65
ASV9758,Bacteria,Planctomycetes,Planctomycetacia,uncultured,Unavailable,Unavailable,Unavailable,0,0,21,8,0,36,0,65
ASV11041,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,27,3,19,11,5,0,65
ASV14807,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,0,17,24,0,13,0,11,65
ASV16746,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured Lentisphaerae bacterium,uncultured Lentisphaerae bacterium,uncultured Lentisphaerae bacterium,0,15,13,0,0,18,19,65
ASV17219,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,Unavailable,4,1,30,9,11,9,1,65
ASV751,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,Unavailable,0,5,27,9,2,16,5,64
ASV1645,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,Aureisphaera salina,0,2,0,11,21,8,22,64
ASV2002,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,uncultured bacterium,0,8,2,16,9,14,15,64
ASV3693,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7,Unavailable,8,5,18,12,6,6,9,64
ASV4009,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,Unavailable,0,0,0,33,0,0,31,64
ASV4347,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,Unavailable,Unavailable,Unavailable,15,0,8,36,0,4,1,64
ASV4423,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured Aminicenantes bacterium,uncultured Aminicenantes bacterium,uncultured Aminicenantes bacterium,0,10,10,13,3,0,28,64
ASV6278,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,Unavailable,0,0,8,56,0,0,0,64
ASV6506,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,0,20,0,0,0,44,0,64
ASV6557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,Unavailable,53,0,5,0,0,6,0,64
ASV6826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unavailable,Unavailable,0,8,3,18,26,0,9,64
ASV7682,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,uncultured deep-sea bacterium,0,0,22,5,12,13,12,64
ASV9094,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,9,5,7,15,14,0,14,64
ASV10164,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium,11,9,37,2,0,1,4,64
ASV10230,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,0,15,19,2,9,14,64
ASV11189,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,Unavailable,0,9,18,0,12,9,16,64
ASV11268,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Unavailable,0,0,10,23,18,5,8,64
ASV11838,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium,1,0,21,4,9,23,6,64
ASV11966,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium,0,2,28,16,0,16,2,64
ASV13795,Bacteria,Lentisphaerae,Oligosphaeria,P.palmC41,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,14,23,9,14,0,4,64
ASV14179,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,10,10,3,0,8,17,16,64
ASV14444,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfocarbo,Unavailable,0,0,0,19,0,8,37,64
ASV16425,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured,uncultured bacterium,4,0,22,15,14,5,4,64
ASV17006,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga,Unavailable,0,0,0,0,13,6,45,64
ASV17698,Bacteria,Omnitrophicaeota,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,6,12,11,26,2,7,64
ASV19011,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,4,28,9,4,19,0,64
ASV20302,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,19,4,3,22,16,64
ASV21318,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Unavailable,Unavailable,0,7,0,10,39,0,8,64
ASV23357,Bacteria,Gemmatimonadetes,PAUC43f marine benthic group,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium,uncultured sediment bacterium,0,0,22,8,10,7,17,64
ASV1707,Bacteria,Acidobacteria,Subgroup 21,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,uncultured Acidobacterium sp.,0,0,16,12,11,20,4,63
ASV1806,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unavailable,5,27,5,0,16,0,10,63
ASV2191,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured organism,0,0,14,0,12,0,37,63
ASV4104,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,11,1,31,2,1,6,11,63
ASV4566,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,Unavailable,6,0,25,0,0,32,0,63
ASV6679,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unavailable,Unavailable,Unavailable,0,56,0,7,0,0,0,63
ASV6761,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,Unavailable,Unavailable,0,17,2,8,11,16,9,63
ASV6818,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,4,0,13,0,4,30,12,63
ASV8428,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1,Unavailable,0,6,23,31,0,0,3,63
ASV8797,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Pseudobacteriovorax,Unavailable,0,6,19,9,14,10,5,63
ASV8892,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium,0,0,12,25,8,18,0,63
ASV9031,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,uncultured planctomycete,0,0,12,2,8,16,25,63
ASV9424,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,10,12,0,20,3,18,63
